Index,Value
2763,52
2764,4
2765,2
2766,8
2767,20
2768,29
2769,1
2770,0
2771,6
2772,25
2773,4
2774,16
2775,0
2776,42
2777,0
2778,9
2779,2
2780,2
2781,162
2782,198
2783,0
2784,0
2785,67
2786,2
2787,2
2788,19
2789,24
2790,55
2791,155
2792,4
2793,0
2794,0
2795,162
2796,3
2797,3
2798,59
2799,733
2800,4
2801,2
2802,3
2803,0
2804,0
2805,3
2806,9
2807,5
2808,6
2809,3
2810,1
2811,0
2812,107
2813,58
2814,72
2815,90
2816,47
2817,1
2818,2
2819,2
2820,1
2821,3
2822,5
2823,0
2824,69
2825,1
2826,137
2827,890
2828,0
2829,0
2830,0
2831,0
2832,1
2833,69
2834,2
2835,0
2836,1
2837,2
2838,42
2839,43
2840,6
2841,0
2842,2
2843,1
2844,53
2845,2
2846,2
2847,80
2848,0
2849,1
2850,2
2851,0
2852,0
2853,0
2854,1
2855,1
2856,0
2857,1
2858,0
2859,0
2860,1
2861,1
2862,3
2863,775
2864,0
2865,294
2866,0
2867,16
2868,15
2869,3
2870,2
2871,1
2872,0
2873,0
2874,13
2875,9
2876,8
2877,7
2878,0
2879,0
2880,243
2881,23
2882,2
2883,1
2884,0
2885,1
2886,2
2887,18
2888,9
2889,3
2890,2
2891,7
2892,0
2893,1
2894,0
2895,0
2896,0
2897,0
2898,1
2899,0
2900,1
2901,0
2902,1
2903,21
2904,2
2905,0
2906,0
2907,0
2908,2
2909,0
2910,0
2911,3
2912,0
2913,0
2914,0
2915,1
2916,3
2917,1
2918,1
2919,2
2920,0
2921,0
2922,0
2923,0
2924,103
2925,0
2926,1
2927,2
2928,0
2929,0
2930,0
2931,1
2932,1
2933,33
2934,146
2935,12
2936,4
2937,1
2938,53
2939,30
2940,5
2941,2
2942,2
2943,0
2944,59
2945,0
2946,7
2947,10
2948,0
2949,59
2950,8
2951,4
2952,10
2953,17
2954,6
2955,0
2956,2
2957,1
2958,5
2959,49
2960,67
2961,26
2962,12
2963,1
2964,20
2965,7
2966,1
2967,1
2968,2
2969,1
2970,0
2971,1
2972,4
2973,73
2974,1
2975,76
2976,367
2977,1
2978,0
2979,67
2980,1
2981,0
2982,0
2983,0
2984,396
2985,1
2986,1
2987,0
2988,0
2989,3
2990,179
2991,8
