Index,Value
2786,216
2787,144
2788,230
2789,248
2790,160
2791,638
2792,575
2793,478
2794,994
2795,450
2796,372
2797,300
2798,222
2799,174
2800,442
2801,440
2802,423
2803,607
2804,260
2805,394
2806,218
2807,476
2808,131
2809,147
2810,259
2811,245
2812,242
2813,603
2814,213
2815,276
2816,382
2817,476
2818,153
2819,12
2820,411
2821,359
2822,399
2823,423
2824,622
2825,528
2826,536
2827,19
2828,194
2829,253
2830,294
2831,111
2832,377
2833,293
2834,310
2835,418
2836,306
2837,315
2838,359
2839,346
2840,542
2841,398
2842,392
2843,405
2844,111
2845,102
2846,178
2847,141
2848,336
2849,129
2850,117
2851,130
2852,251
2853,340
2854,27
2855,19
2856,51
2857,41
2858,22
2859,51
2860,219
2861,186
2862,49
2863,313
2864,0
2865,27
2866,30
2867,222
2868,146
2869,158
2870,4
2871,97
2872,52
2873,4
2874,286
2875,0
2876,0
2877,0
2878,0
2879,0
2880,0
2881,118
2882,0
2883,0
2884,0
2885,0
2886,0
2887,0
2888,0
2889,0
2890,0
2891,0
2892,99
2893,0
2894,0
2895,0
2896,36
2897,0
2898,0
2899,0
2900,0
2901,0
2902,0
2903,15
2904,53
2905,21
2906,0
2907,0
2908,0
2909,0
2910,0
2911,73
2912,5
2913,51
2914,0
2915,50
2916,20
2917,146
2918,136
2919,115
2920,62
2921,0
2922,1
2923,90
2924,241
2925,234
2926,269
2927,15
2928,5
2929,205
2930,27
2931,20
2932,68
2933,0
2934,177
2935,24
2936,105
2937,579
2938,389
2939,0
2940,766
2941,462
2942,191
2943,732
2944,317
2945,355
2946,402
2947,431
2948,163
2949,449
2950,258
2951,677
2952,333
2953,457
2954,71
2955,0
2956,1
2957,12
2958,181
2959,79
2960,446
2961,34
2962,551
2963,251
2964,733
2965,169
2966,525
2967,258
2968,282
2969,541
2970,486
2971,283
